,process_id,ifo,end_time,end_time_ns,eff_distance,coa_phase,mass1,mass2,snr,chisq,chisq_dof,bank_chisq,bank_chisq_dof,sigmasq,spin1x,spin1y,spin1z,spin2x,spin2y,spin2z,template_duration,event_id,Gamma0,Gamma1
112,0,L1,1267056290,900026710,,2.3226922,1.664356,1.171697,4.37426,1.0124323,1,4.3579264,0,4977576.324343144,0.0,0.0,0.0,0.0,0.0,0.0,56.60828063957297,32252,9594743.0,0.0
113,0,H1,1267056295,446691136,,-1.540347,1.468,1.41202,4.591241,0.9302453,1,4.591241,0,4135393.616157567,0.0,0.0,0.0,0.0,0.0,0.0,53.57395665006014,32943,2367525.0,0.0
114,0,H1,1267056297,213185123,,-1.1637647,1.592263,1.263098,4.2023263,0.810398,1,4.2023263,0,4024494.062112553,0.0,0.0,0.0,0.0,0.0,0.0,55.03570362227101,33160,6050301.0,0.0
115,0,L1,1267056297,202830660,,1.6008554,1.592263,1.263098,4.2475114,0.56967056,1,4.2475114,0,5121190.666402522,0.0,0.0,0.0,0.0,0.0,0.0,55.03570362227101,33214,6050301.0,0.0
116,0,L1,1267056303,365269625,,2.4391077,1.603639,1.222206,4.0909185,1.0068538,1,4.0825014,0,5008868.816155054,0.0,0.0,0.0,0.0,0.0,0.0,56.25706686589229,33906,8892838.0,0.0
117,0,H1,1267056304,569856170,,-1.4917359,1.470143,1.414023,4.9825797,0.904428,1,4.9825797,0,4145230.559257633,0.0,0.0,0.0,0.0,0.0,0.0,53.44813069311937,33973,1583029.0,0.0
118,0,L1,1267056308,847490369,,-0.5720872,1.475123,1.418765,4.5820656,0.96712357,1,4.5820656,0,5304297.96141913,0.0,0.0,0.0,0.0,0.0,0.0,53.1548860955027,34426,335270.0,0.0
119,0,H1,1267056310,923508874,,-0.38836452,1.438762,1.384245,4.4270964,0.82185423,1,4.4270964,0,4000996.016018443,0.0,0.0,0.0,0.0,0.0,0.0,55.35442099132051,34504,7234641.0,0.0
120,0,H1,1267056314,625804524,,2.2389836,1.467312,1.411339,5.020588,0.8135452,1,5.020588,0,4132145.253892152,0.0,0.0,0.0,0.0,0.0,0.0,53.61563759198132,34887,2555122.0,0.0
121,0,L1,1267056314,625924102,,0.417498,1.467312,1.411339,4.094415,0.98414004,1,4.094415,0,5258222.17310755,0.0,0.0,0.0,0.0,0.0,0.0,53.61563759198132,34968,2555122.0,0.0
122,0,H1,1267056316,21529975,,1.5073065,1.664356,1.171697,4.277664,0.89896643,1,4.277664,0,3911652.726542431,0.0,0.0,0.0,0.0,0.0,0.0,56.60828063957297,35054,9594743.0,0.0
123,0,L1,1267056318,640064332,,-2.1845438,1.467667,1.41167,4.4255795,0.58190244,1,4.4255795,0,5260292.774544259,0.0,0.0,0.0,0.0,0.0,0.0,53.59475956309285,35310,2553072.0,0.0
124,0,H1,1267056319,290958311,,1.1739491,1.446175,1.391295,4.0079074,0.99152786,1,4.0079074,0,4034927.154441474,0.0,0.0,0.0,0.0,0.0,0.0,54.89377199730411,35353,5784121.0,0.0
